company_id,period_end,fiscal_quarter,revenue,ebitda,capex,net_debt
C001,2023-03-31,Q1 2023,38.99506538531393,8.197340230473108,1.0279189868907666,38.19251308201942
C001,2023-06-30,Q2 2023,40.17654479324463,9.264063336721524,1.365189124844592,39.44558943009454
C001,2023-09-30,Q3 2023,40.56429145431293,9.853992203244992,1.2285714247909878,39.486431922017765
C001,2023-12-31,Q4 2023,42.2041145854621,11.239610170979047,0.9722920168217625,46.81602274120032
C001,2024-03-31,Q1 2024,43.81356941237897,11.269799041426973,1.708811333802172,45.035887890333946
C001,2024-06-30,Q2 2024,45.18324210345491,12.438522589182522,1.4727524359524449,46.009540404634386
C001,2024-09-30,Q3 2024,44.49034831047134,12.670378366658733,1.4682977930728827,48.00180017512578
C001,2024-12-31,Q4 2024,45.56817780996597,13.59731744140931,1.272040965171148,46.737679602427036
C001,2025-03-31,Q1 2025,47.118862039235026,14.205380924735946,1.3719654717885221,48.27629021996113
C001,2025-06-30,Q2 2025,48.87480202019416,14.904201781802856,1.291473113190684,47.78475513856576
C001,2025-09-30,Q3 2025,49.089718438839064,15.927611285455642,1.4512005081150097,50.062038415942894
C001,2025-12-31,Q4 2025,50.338803108123656,16.950477737413035,1.4266725811079666,46.82519792978417
C002,2023-03-31,Q1 2023,62.03012784079752,11.380469088861384,1.852888010302257,53.427895722773854
C002,2023-06-30,Q2 2023,63.26215425998933,11.27796257006893,2.592756170014348,58.64935104538064
C002,2023-09-30,Q3 2023,64.1906545001334,12.087486585448731,2.646736262414155,58.03473940862595
C002,2023-12-31,Q4 2023,66.3727216523493,13.258540441304671,2.934655135241788,61.902736308875006
C002,2024-03-31,Q1 2024,68.22034322224589,14.210235815505603,2.743257414451339,61.05247008850819
C002,2024-06-30,Q2 2024,69.56498505989686,14.45449583597304,3.1883302384767074,62.83504785855621
C002,2024-09-30,Q3 2024,71.51423575186973,15.570514222159748,2.8096756846311264,60.44716891458978
C002,2024-12-31,Q4 2024,72.65285433195398,17.03981801650506,1.9782353459263442,71.09771751917788
C002,2025-03-31,Q1 2025,75.02319121528427,18.43688946331211,2.6203363351934046,74.22580287018648
